old_symbol	new_symbol	method_id	role	leaf	tail
n4m_irf_select	n4m_feature_selection_irf_select	selection.irf	feature_selection	irf	_select
n4m_iriv_select	n4m_feature_selection_iriv_select	selection.iriv	feature_selection	iriv	_select
n4m_kernel_pls_fit	n4m_estimators_kernel_pls_fit	models.pls.kernel	estimators	kernel_pls	_fit
n4m_lw_pls_fit	n4m_estimators_lw_pls_fit	models.local.lw_pls	estimators	lw_pls	_fit
n4m_mb_pls_fit	n4m_estimators_mb_pls_fit	models.multiblock.mb_pls	estimators	mb_pls	_fit
n4m_metric_bias	n4m_metrics_regression_metrics_bias	diagnostics.regression_metrics	metrics	regression_metrics	_bias
n4m_metric_mae	n4m_metrics_regression_metrics_mae	diagnostics.regression_metrics	metrics	regression_metrics	_mae
n4m_metric_nrmse	n4m_metrics_regression_metrics_nrmse	diagnostics.regression_metrics	metrics	regression_metrics	_nrmse
n4m_metric_r2	n4m_metrics_regression_metrics_r2	diagnostics.regression_metrics	metrics	regression_metrics	_r2
n4m_metric_rmse	n4m_metrics_regression_metrics_rmse	diagnostics.regression_metrics	metrics	regression_metrics	_rmse
n4m_metric_rpd	n4m_metrics_regression_metrics_rpd	diagnostics.regression_metrics	metrics	regression_metrics	_rpd
n4m_metric_rpiq	n4m_metrics_regression_metrics_rpiq	diagnostics.regression_metrics	metrics	regression_metrics	_rpiq
n4m_metric_sep	n4m_metrics_regression_metrics_sep	diagnostics.regression_metrics	metrics	regression_metrics	_sep
n4m_mir_pls_fit	n4m_estimators_mir_pls_fit	models.multiblock.mir_pls	estimators	mir_pls	_fit
n4m_missing_aware_nipals_fit	n4m_estimators_missing_aware_nipals_fit	models.specialized.missing_aware_nipals	estimators	missing_aware_nipals	_fit
n4m_moments_compute	n4m_lowlevel_moments_compute	utilities.moments	lowlevel	moments	_compute
n4m_moments_subset_compute	n4m_lowlevel_moments_subset_compute	utilities.moments	lowlevel	moments	_subset_compute
n4m_moments_subtract	n4m_lowlevel_moments_subtract	utilities.moments	lowlevel	moments	_subtract
n4m_n_pls_fit	n4m_estimators_n_pls_fit	models.specialized.tensor_pls	estimators	n_pls	_fit
n4m_o2pls_fit	n4m_estimators_o2pls_fit	models.multiblock.o2pls	estimators	o2pls	_fit
n4m_on_pls_fit	n4m_estimators_on_pls_fit	models.multiblock.on_pls	estimators	on_pls	_fit
n4m_one_se_rule_compute	n4m_metrics_one_se_rule_compute	diagnostics.model_selection	metrics	one_se_rule	_compute
n4m_pcr_fit	n4m_estimators_pcr_fit	models.pls.pcr	estimators	pcr	_fit
n4m_pds_fit	n4m_domain_adaptation_pds_fit	models.transfer.pds	domain_adaptation	pds	_fit
n4m_pls_cox_fit	n4m_estimators_pls_cox_fit	models.heads.pls_cox	estimators	pls_cox	_fit
n4m_pls_diagnostics_compute	n4m_metrics_pls_diagnostics_compute	diagnostics.pls_diagnostics	metrics	pls_diagnostics	_compute
n4m_pls_fit_simple	n4m_estimators_pls_fit	models.pls.pls_fit_simple	estimators	pls	_fit
n4m_pls_glm_fit	n4m_estimators_pls_glm_fit	models.heads.pls_glm	estimators	pls_glm	_fit
n4m_pls_lda_fit	n4m_estimators_pls_lda_fit	models.classification.pls_lda	estimators	pls_lda	_fit
n4m_pls_logistic_fit	n4m_estimators_pls_logistic_fit	models.classification.pls_logistic	estimators	pls_logistic	_fit
n4m_pls_monitoring_run	n4m_metrics_pls_monitoring_run	diagnostics.pls_monitoring	metrics	pls_monitoring	_run
n4m_pls_qda_fit	n4m_estimators_pls_qda_fit	models.classification.pls_qda	estimators	pls_qda	_fit
n4m_pp_airpls_create	n4m_transform_airpls_create	preprocessing.baselines.airpls	transform	airpls	_create
n4m_pp_airpls_destroy	n4m_transform_airpls_destroy	preprocessing.baselines.airpls	transform	airpls	_destroy
n4m_pp_airpls_transform	n4m_transform_airpls_transform	preprocessing.baselines.airpls	transform	airpls	_transform
n4m_pp_area_create	n4m_transform_area_normalization_create	preprocessing.scatter.area_normalization	transform	area_normalization	_create
n4m_pp_area_destroy	n4m_transform_area_normalization_destroy	preprocessing.scatter.area_normalization	transform	area_normalization	_destroy
n4m_pp_area_transform	n4m_transform_area_normalization_transform	preprocessing.scatter.area_normalization	transform	area_normalization	_transform
n4m_pp_arpls_create	n4m_transform_arpls_create	preprocessing.baselines.arpls	transform	arpls	_create
n4m_pp_arpls_destroy	n4m_transform_arpls_destroy	preprocessing.baselines.arpls	transform	arpls	_destroy
n4m_pp_arpls_transform	n4m_transform_arpls_transform	preprocessing.baselines.arpls	transform	arpls	_transform
n4m_pp_asls_create	n4m_transform_asls_create	preprocessing.baselines.asls	transform	asls	_create
n4m_pp_asls_destroy	n4m_transform_asls_destroy	preprocessing.baselines.asls	transform	asls	_destroy
n4m_pp_asls_transform	n4m_transform_asls_transform	preprocessing.baselines.asls	transform	asls	_transform
n4m_pp_baseline_create	n4m_transform_baseline_center_create	preprocessing.scaling.baseline	transform	baseline_center	_create
n4m_pp_baseline_destroy	n4m_transform_baseline_center_destroy	preprocessing.scaling.baseline	transform	baseline_center	_destroy
n4m_pp_baseline_fit	n4m_transform_baseline_center_fit	preprocessing.scaling.baseline	transform	baseline_center	_fit
n4m_pp_baseline_inverse_transform	n4m_transform_baseline_center_inverse_transform	preprocessing.scaling.baseline	transform	baseline_center	_inverse_transform
n4m_pp_baseline_is_fitted	n4m_transform_baseline_center_is_fitted	preprocessing.scaling.baseline	transform	baseline_center	_is_fitted
n4m_pp_baseline_transform	n4m_transform_baseline_center_transform	preprocessing.scaling.baseline	transform	baseline_center	_transform
n4m_pp_beads_create	n4m_transform_beads_create	preprocessing.baselines.beads	transform	beads	_create
n4m_pp_beads_destroy	n4m_transform_beads_destroy	preprocessing.baselines.beads	transform	beads	_destroy
n4m_pp_beads_transform	n4m_transform_beads_transform	preprocessing.baselines.beads	transform	beads	_transform
n4m_pp_cow_align_create	n4m_transform_cow_align_create	preprocessing.alignment.cow_align	transform	cow_align	_create
n4m_pp_cow_align_destroy	n4m_transform_cow_align_destroy	preprocessing.alignment.cow_align	transform	cow_align	_destroy
n4m_pp_cow_align_fit	n4m_transform_cow_align_fit	preprocessing.alignment.cow_align	transform	cow_align	_fit
n4m_pp_cow_align_is_fitted	n4m_transform_cow_align_is_fitted	preprocessing.alignment.cow_align	transform	cow_align	_is_fitted
n4m_pp_cow_align_transform	n4m_transform_cow_align_transform	preprocessing.alignment.cow_align	transform	cow_align	_transform
n4m_pp_crop_create	n4m_transform_crop_create	preprocessing.resampling.crop	transform	crop	_create
n4m_pp_crop_destroy	n4m_transform_crop_destroy	preprocessing.resampling.crop	transform	crop	_destroy
n4m_pp_crop_output_cols	n4m_transform_crop_output_cols	preprocessing.resampling.crop	transform	crop	_output_cols
n4m_pp_crop_transform	n4m_transform_crop_transform	preprocessing.resampling.crop	transform	crop	_transform
n4m_pp_derivate_create	n4m_transform_derivative_create	preprocessing.derivatives.derivate	transform	derivative	_create
n4m_pp_derivate_destroy	n4m_transform_derivative_destroy	preprocessing.derivatives.derivate	transform	derivative	_destroy
n4m_pp_derivate_fit	n4m_transform_derivative_fit	preprocessing.derivatives.derivate	transform	derivative	_fit
n4m_pp_derivate_output_cols	n4m_transform_derivative_output_cols	preprocessing.derivatives.derivate	transform	derivative	_output_cols
n4m_pp_derivate_transform	n4m_transform_derivative_transform	preprocessing.derivatives.derivate	transform	derivative	_transform
n4m_pp_detrend_create	n4m_transform_detrend_create	preprocessing.baselines.detrend	transform	detrend	_create
n4m_pp_detrend_destroy	n4m_transform_detrend_destroy	preprocessing.baselines.detrend	transform	detrend	_destroy
n4m_pp_detrend_transform	n4m_transform_detrend_transform	preprocessing.baselines.detrend	transform	detrend	_transform
n4m_pp_direct_standardization_create	n4m_domain_adaptation_direct_standardization_create	preprocessing.transfer.direct_standardization	domain_adaptation	direct_standardization	_create
n4m_pp_direct_standardization_destroy	n4m_domain_adaptation_direct_standardization_destroy	preprocessing.transfer.direct_standardization	domain_adaptation	direct_standardization	_destroy
n4m_pp_direct_standardization_fit	n4m_domain_adaptation_direct_standardization_fit	preprocessing.transfer.direct_standardization	domain_adaptation	direct_standardization	_fit
n4m_pp_direct_standardization_is_fitted	n4m_domain_adaptation_direct_standardization_is_fitted	preprocessing.transfer.direct_standardization	domain_adaptation	direct_standardization	_is_fitted
n4m_pp_direct_standardization_transform	n4m_domain_adaptation_direct_standardization_transform	preprocessing.transfer.direct_standardization	domain_adaptation	direct_standardization	_transform
n4m_pp_dtw_align_create	n4m_transform_dtw_align_create	preprocessing.alignment.dtw_align	transform	dtw_align	_create
n4m_pp_dtw_align_destroy	n4m_transform_dtw_align_destroy	preprocessing.alignment.dtw_align	transform	dtw_align	_destroy
n4m_pp_dtw_align_fit	n4m_transform_dtw_align_fit	preprocessing.alignment.dtw_align	transform	dtw_align	_fit
n4m_pp_dtw_align_is_fitted	n4m_transform_dtw_align_is_fitted	preprocessing.alignment.dtw_align	transform	dtw_align	_is_fitted
n4m_pp_dtw_align_transform	n4m_transform_dtw_align_transform	preprocessing.alignment.dtw_align	transform	dtw_align	_transform
n4m_pp_emsc_create	n4m_transform_emsc_create	preprocessing.scatter.emsc	transform	emsc	_create
n4m_pp_emsc_destroy	n4m_transform_emsc_destroy	preprocessing.scatter.emsc	transform	emsc	_destroy
n4m_pp_emsc_fit	n4m_transform_emsc_fit	preprocessing.scatter.emsc	transform	emsc	_fit
n4m_pp_emsc_is_fitted	n4m_transform_emsc_is_fitted	preprocessing.scatter.emsc	transform	emsc	_is_fitted
n4m_pp_emsc_transform	n4m_transform_emsc_transform	preprocessing.scatter.emsc	transform	emsc	_transform
n4m_pp_epo_create	n4m_domain_adaptation_epo_create	preprocessing.orthogonalization.epo	domain_adaptation	epo	_create
n4m_pp_epo_destroy	n4m_domain_adaptation_epo_destroy	preprocessing.orthogonalization.epo	domain_adaptation	epo	_destroy
n4m_pp_epo_fit	n4m_domain_adaptation_epo_fit	preprocessing.orthogonalization.epo	domain_adaptation	epo	_fit
n4m_pp_epo_inverse_transform	n4m_domain_adaptation_epo_inverse_transform	preprocessing.orthogonalization.epo	domain_adaptation	epo	_inverse_transform
n4m_pp_epo_is_fitted	n4m_domain_adaptation_epo_is_fitted	preprocessing.orthogonalization.epo	domain_adaptation	epo	_is_fitted
n4m_pp_epo_transform	n4m_domain_adaptation_epo_transform	preprocessing.orthogonalization.epo	domain_adaptation	epo	_transform
n4m_pp_epo_transform_with_d	n4m_domain_adaptation_epo_transform_with_d	preprocessing.orthogonalization.epo	domain_adaptation	epo	_transform_with_d
n4m_pp_fck_static_create	n4m_transform_fck_static_create	preprocessing.specialized.fck_static	transform	fck_static	_create
n4m_pp_fck_static_destroy	n4m_transform_fck_static_destroy	preprocessing.specialized.fck_static	transform	fck_static	_destroy
n4m_pp_fck_static_output_cols	n4m_transform_fck_static_output_cols	preprocessing.specialized.fck_static	transform	fck_static	_output_cols
n4m_pp_fck_static_transform	n4m_transform_fck_static_transform	preprocessing.specialized.fck_static	transform	fck_static	_transform
n4m_pp_first_derivative_create	n4m_transform_first_derivative_create	preprocessing.derivatives.first_derivative	transform	first_derivative	_create
n4m_pp_first_derivative_destroy	n4m_transform_first_derivative_destroy	preprocessing.derivatives.first_derivative	transform	first_derivative	_destroy
n4m_pp_first_derivative_transform	n4m_transform_first_derivative_transform	preprocessing.derivatives.first_derivative	transform	first_derivative	_transform
n4m_pp_flex_pca_create	n4m_decomposition_flexible_pca_create	preprocessing.feature_selection.flexible_pca	decomposition	flexible_pca	_create
n4m_pp_flex_pca_destroy	n4m_decomposition_flexible_pca_destroy	preprocessing.feature_selection.flexible_pca	decomposition	flexible_pca	_destroy
n4m_pp_flex_pca_fit	n4m_decomposition_flexible_pca_fit	preprocessing.feature_selection.flexible_pca	decomposition	flexible_pca	_fit
n4m_pp_flex_pca_is_fitted	n4m_decomposition_flexible_pca_is_fitted	preprocessing.feature_selection.flexible_pca	decomposition	flexible_pca	_is_fitted
n4m_pp_flex_pca_output_cols	n4m_decomposition_flexible_pca_output_cols	preprocessing.feature_selection.flexible_pca	decomposition	flexible_pca	_output_cols
n4m_pp_flex_pca_transform	n4m_decomposition_flexible_pca_transform	preprocessing.feature_selection.flexible_pca	decomposition	flexible_pca	_transform
n4m_pp_flex_svd_create	n4m_decomposition_flexible_svd_create	preprocessing.feature_selection.flexible_svd	decomposition	flexible_svd	_create
n4m_pp_flex_svd_destroy	n4m_decomposition_flexible_svd_destroy	preprocessing.feature_selection.flexible_svd	decomposition	flexible_svd	_destroy
n4m_pp_flex_svd_fit	n4m_decomposition_flexible_svd_fit	preprocessing.feature_selection.flexible_svd	decomposition	flexible_svd	_fit
n4m_pp_flex_svd_is_fitted	n4m_decomposition_flexible_svd_is_fitted	preprocessing.feature_selection.flexible_svd	decomposition	flexible_svd	_is_fitted
n4m_pp_flex_svd_output_cols	n4m_decomposition_flexible_svd_output_cols	preprocessing.feature_selection.flexible_svd	decomposition	flexible_svd	_output_cols
n4m_pp_flex_svd_transform	n4m_decomposition_flexible_svd_transform	preprocessing.feature_selection.flexible_svd	decomposition	flexible_svd	_transform
n4m_pp_frac_to_pct_create	n4m_transform_fraction_to_percent_create	preprocessing.signal_conversion.fraction_to_percent	transform	fraction_to_percent	_create
n4m_pp_frac_to_pct_destroy	n4m_transform_fraction_to_percent_destroy	preprocessing.signal_conversion.fraction_to_percent	transform	fraction_to_percent	_destroy
n4m_pp_frac_to_pct_transform	n4m_transform_fraction_to_percent_transform	preprocessing.signal_conversion.fraction_to_percent	transform	fraction_to_percent	_transform
n4m_pp_from_absorbance_create	n4m_transform_from_absorbance_create	preprocessing.signal_conversion.from_absorbance	transform	from_absorbance	_create
n4m_pp_from_absorbance_destroy	n4m_transform_from_absorbance_destroy	preprocessing.signal_conversion.from_absorbance	transform	from_absorbance	_destroy
n4m_pp_from_absorbance_transform	n4m_transform_from_absorbance_transform	preprocessing.signal_conversion.from_absorbance	transform	from_absorbance	_transform
n4m_pp_gaussian_create	n4m_transform_gaussian_create	preprocessing.smoothing.gaussian	transform	gaussian	_create
n4m_pp_gaussian_destroy	n4m_transform_gaussian_destroy	preprocessing.smoothing.gaussian	transform	gaussian	_destroy
n4m_pp_gaussian_transform	n4m_transform_gaussian_transform	preprocessing.smoothing.gaussian	transform	gaussian	_transform
n4m_pp_haar_create	n4m_transform_haar_create	preprocessing.wavelets.haar	transform	haar	_create
n4m_pp_haar_destroy	n4m_transform_haar_destroy	preprocessing.wavelets.haar	transform	haar	_destroy
n4m_pp_haar_output_cols	n4m_transform_haar_output_cols	preprocessing.wavelets.haar	transform	haar	_output_cols
n4m_pp_haar_transform	n4m_transform_haar_transform	preprocessing.wavelets.haar	transform	haar	_transform
n4m_pp_iasls_create	n4m_transform_iasls_create	preprocessing.baselines.iasls	transform	iasls	_create
n4m_pp_iasls_create_ex	n4m_transform_iasls_create_ex	preprocessing.baselines.iasls	transform	iasls	_create_ex
n4m_pp_iasls_destroy	n4m_transform_iasls_destroy	preprocessing.baselines.iasls	transform	iasls	_destroy
n4m_pp_iasls_transform	n4m_transform_iasls_transform	preprocessing.baselines.iasls	transform	iasls	_transform
n4m_pp_icoshift_align_create	n4m_transform_icoshift_align_create	preprocessing.alignment.icoshift_align	transform	icoshift_align	_create
n4m_pp_icoshift_align_destroy	n4m_transform_icoshift_align_destroy	preprocessing.alignment.icoshift_align	transform	icoshift_align	_destroy
n4m_pp_icoshift_align_fit	n4m_transform_icoshift_align_fit	preprocessing.alignment.icoshift_align	transform	icoshift_align	_fit
n4m_pp_icoshift_align_is_fitted	n4m_transform_icoshift_align_is_fitted	preprocessing.alignment.icoshift_align	transform	icoshift_align	_is_fitted
n4m_pp_icoshift_align_transform	n4m_transform_icoshift_align_transform	preprocessing.alignment.icoshift_align	transform	icoshift_align	_transform
n4m_pp_imodpoly_create	n4m_transform_imodpoly_create	preprocessing.baselines.imodpoly	transform	imodpoly	_create
n4m_pp_imodpoly_destroy	n4m_transform_imodpoly_destroy	preprocessing.baselines.imodpoly	transform	imodpoly	_destroy
n4m_pp_imodpoly_transform	n4m_transform_imodpoly_transform	preprocessing.baselines.imodpoly	transform	imodpoly	_transform
n4m_pp_kbins_disc_create	n4m_transform_kbins_discretizer_create	preprocessing.resampling.kbins_discretizer	transform	kbins_discretizer	_create
n4m_pp_kbins_disc_destroy	n4m_transform_kbins_discretizer_destroy	preprocessing.resampling.kbins_discretizer	transform	kbins_discretizer	_destroy
n4m_pp_kbins_disc_fit	n4m_transform_kbins_discretizer_fit	preprocessing.resampling.kbins_discretizer	transform	kbins_discretizer	_fit
n4m_pp_kbins_disc_is_fitted	n4m_transform_kbins_discretizer_is_fitted	preprocessing.resampling.kbins_discretizer	transform	kbins_discretizer	_is_fitted
n4m_pp_kbins_disc_transform	n4m_transform_kbins_discretizer_transform	preprocessing.resampling.kbins_discretizer	transform	kbins_discretizer	_transform
n4m_pp_kubelka_munk_create	n4m_transform_kubelka_munk_create	preprocessing.signal_conversion.kubelka_munk	transform	kubelka_munk	_create
n4m_pp_kubelka_munk_destroy	n4m_transform_kubelka_munk_destroy	preprocessing.signal_conversion.kubelka_munk	transform	kubelka_munk	_destroy
n4m_pp_kubelka_munk_transform	n4m_transform_kubelka_munk_transform	preprocessing.signal_conversion.kubelka_munk	transform	kubelka_munk	_transform
n4m_pp_local_centering_create	n4m_transform_local_centering_create	preprocessing.scatter.local_centering	transform	local_centering	_create
n4m_pp_local_centering_destroy	n4m_transform_local_centering_destroy	preprocessing.scatter.local_centering	transform	local_centering	_destroy
n4m_pp_local_centering_fit	n4m_transform_local_centering_fit	preprocessing.scatter.local_centering	transform	local_centering	_fit
n4m_pp_local_centering_is_fitted	n4m_transform_local_centering_is_fitted	preprocessing.scatter.local_centering	transform	local_centering	_is_fitted
n4m_pp_local_centering_transform	n4m_transform_local_centering_transform	preprocessing.scatter.local_centering	transform	local_centering	_transform
n4m_pp_localized_msc_create	n4m_transform_localized_msc_create	preprocessing.scatter.localized_msc	transform	localized_msc	_create
n4m_pp_localized_msc_destroy	n4m_transform_localized_msc_destroy	preprocessing.scatter.localized_msc	transform	localized_msc	_destroy
n4m_pp_localized_msc_fit	n4m_transform_localized_msc_fit	preprocessing.scatter.localized_msc	transform	localized_msc	_fit
n4m_pp_localized_msc_is_fitted	n4m_transform_localized_msc_is_fitted	preprocessing.scatter.localized_msc	transform	localized_msc	_is_fitted
n4m_pp_localized_msc_transform	n4m_transform_localized_msc_transform	preprocessing.scatter.localized_msc	transform	localized_msc	_transform
n4m_pp_log_create	n4m_transform_log_transform_create	preprocessing.scaling.log_transform	transform	log_transform	_create
n4m_pp_log_destroy	n4m_transform_log_transform_destroy	preprocessing.scaling.log_transform	transform	log_transform	_destroy
n4m_pp_log_fit	n4m_transform_log_transform_fit	preprocessing.scaling.log_transform	transform	log_transform	_fit
n4m_pp_log_is_fitted	n4m_transform_log_transform_is_fitted	preprocessing.scaling.log_transform	transform	log_transform	_is_fitted
n4m_pp_log_transform	n4m_transform_log_transform_transform	preprocessing.scaling.log_transform	transform	log_transform	_transform
n4m_pp_lsnv_create	n4m_transform_local_snv_create	preprocessing.scatter.local_snv	transform	local_snv	_create
n4m_pp_lsnv_destroy	n4m_transform_local_snv_destroy	preprocessing.scatter.local_snv	transform	local_snv	_destroy
n4m_pp_lsnv_transform	n4m_transform_local_snv_transform	preprocessing.scatter.local_snv	transform	local_snv	_transform
n4m_pp_modpoly_create	n4m_transform_modpoly_create	preprocessing.baselines.modpoly	transform	modpoly	_create
n4m_pp_modpoly_destroy	n4m_transform_modpoly_destroy	preprocessing.baselines.modpoly	transform	modpoly	_destroy
n4m_pp_modpoly_transform	n4m_transform_modpoly_transform	preprocessing.baselines.modpoly	transform	modpoly	_transform
n4m_pp_msc_create	n4m_transform_msc_create	preprocessing.scatter.msc	transform	msc	_create
n4m_pp_msc_destroy	n4m_transform_msc_destroy	preprocessing.scatter.msc	transform	msc	_destroy
n4m_pp_msc_fit	n4m_transform_msc_fit	preprocessing.scatter.msc	transform	msc	_fit
n4m_pp_msc_inverse_transform	n4m_transform_msc_inverse_transform	preprocessing.scatter.msc	transform	msc	_inverse_transform
n4m_pp_msc_is_fitted	n4m_transform_msc_is_fitted	preprocessing.scatter.msc	transform	msc	_is_fitted
n4m_pp_msc_transform	n4m_transform_msc_transform	preprocessing.scatter.msc	transform	msc	_transform
n4m_pp_normalize_create	n4m_transform_normalize_create	preprocessing.scaling.normalize	transform	normalize	_create
n4m_pp_normalize_destroy	n4m_transform_normalize_destroy	preprocessing.scaling.normalize	transform	normalize	_destroy
n4m_pp_normalize_transform	n4m_transform_normalize_transform	preprocessing.scaling.normalize	transform	normalize	_transform
n4m_pp_norris_williams_create	n4m_transform_norris_williams_create	preprocessing.derivatives.norris_williams	transform	norris_williams	_create
n4m_pp_norris_williams_destroy	n4m_transform_norris_williams_destroy	preprocessing.derivatives.norris_williams	transform	norris_williams	_destroy
n4m_pp_norris_williams_transform	n4m_transform_norris_williams_transform	preprocessing.derivatives.norris_williams	transform	norris_williams	_transform
n4m_pp_osc_create	n4m_transform_osc_create	preprocessing.orthogonalization.osc	transform	osc	_create
n4m_pp_osc_destroy	n4m_transform_osc_destroy	preprocessing.orthogonalization.osc	transform	osc	_destroy
n4m_pp_osc_fit	n4m_transform_osc_fit	preprocessing.orthogonalization.osc	transform	osc	_fit
n4m_pp_osc_inverse_transform	n4m_transform_osc_inverse_transform	preprocessing.orthogonalization.osc	transform	osc	_inverse_transform
n4m_pp_osc_is_fitted	n4m_transform_osc_is_fitted	preprocessing.orthogonalization.osc	transform	osc	_is_fitted
n4m_pp_osc_transform	n4m_transform_osc_transform	preprocessing.orthogonalization.osc	transform	osc	_transform
n4m_pp_pct_to_frac_create	n4m_transform_percent_to_fraction_create	preprocessing.signal_conversion.percent_to_fraction	transform	percent_to_fraction	_create
n4m_pp_pct_to_frac_destroy	n4m_transform_percent_to_fraction_destroy	preprocessing.signal_conversion.percent_to_fraction	transform	percent_to_fraction	_destroy
n4m_pp_pct_to_frac_transform	n4m_transform_percent_to_fraction_transform	preprocessing.signal_conversion.percent_to_fraction	transform	percent_to_fraction	_transform
n4m_pp_piecewise_direct_standardization_create	n4m_domain_adaptation_piecewise_direct_standardization_create	preprocessing.transfer.piecewise_direct_standardization	domain_adaptation	piecewise_direct_standardization	_create
n4m_pp_piecewise_direct_standardization_destroy	n4m_domain_adaptation_piecewise_direct_standardization_destroy	preprocessing.transfer.piecewise_direct_standardization	domain_adaptation	piecewise_direct_standardization	_destroy
n4m_pp_piecewise_direct_standardization_fit	n4m_domain_adaptation_piecewise_direct_standardization_fit	preprocessing.transfer.piecewise_direct_standardization	domain_adaptation	piecewise_direct_standardization	_fit
n4m_pp_piecewise_direct_standardization_is_fitted	n4m_domain_adaptation_piecewise_direct_standardization_is_fitted	preprocessing.transfer.piecewise_direct_standardization	domain_adaptation	piecewise_direct_standardization	_is_fitted
n4m_pp_piecewise_direct_standardization_transform	n4m_domain_adaptation_piecewise_direct_standardization_transform	preprocessing.transfer.piecewise_direct_standardization	domain_adaptation	piecewise_direct_standardization	_transform
n4m_pp_piecewise_msc_create	n4m_transform_piecewise_msc_create	preprocessing.scatter.piecewise_msc	transform	piecewise_msc	_create
n4m_pp_piecewise_msc_destroy	n4m_transform_piecewise_msc_destroy	preprocessing.scatter.piecewise_msc	transform	piecewise_msc	_destroy
n4m_pp_piecewise_msc_fit	n4m_transform_piecewise_msc_fit	preprocessing.scatter.piecewise_msc	transform	piecewise_msc	_fit
n4m_pp_piecewise_msc_is_fitted	n4m_transform_piecewise_msc_is_fitted	preprocessing.scatter.piecewise_msc	transform	piecewise_msc	_is_fitted
n4m_pp_piecewise_msc_transform	n4m_transform_piecewise_msc_transform	preprocessing.scatter.piecewise_msc	transform	piecewise_msc	_transform
n4m_pp_piecewise_snv_create	n4m_transform_piecewise_snv_create	preprocessing.scatter.piecewise_snv	transform	piecewise_snv	_create
n4m_pp_piecewise_snv_destroy	n4m_transform_piecewise_snv_destroy	preprocessing.scatter.piecewise_snv	transform	piecewise_snv	_destroy
n4m_pp_piecewise_snv_fit	n4m_transform_piecewise_snv_fit	preprocessing.scatter.piecewise_snv	transform	piecewise_snv	_fit
n4m_pp_piecewise_snv_is_fitted	n4m_transform_piecewise_snv_is_fitted	preprocessing.scatter.piecewise_snv	transform	piecewise_snv	_is_fitted
n4m_pp_piecewise_snv_transform	n4m_transform_piecewise_snv_transform	preprocessing.scatter.piecewise_snv	transform	piecewise_snv	_transform
n4m_pp_range_disc_create	n4m_transform_range_discretizer_create	preprocessing.resampling.range_discretizer	transform	range_discretizer	_create
n4m_pp_range_disc_destroy	n4m_transform_range_discretizer_destroy	preprocessing.resampling.range_discretizer	transform	range_discretizer	_destroy
n4m_pp_range_disc_transform	n4m_transform_range_discretizer_transform	preprocessing.resampling.range_discretizer	transform	range_discretizer	_transform
n4m_pp_resample_create	n4m_transform_resample_transformer_create	preprocessing.resampling.resample_transformer	transform	resample_transformer	_create
n4m_pp_resample_destroy	n4m_transform_resample_transformer_destroy	preprocessing.resampling.resample_transformer	transform	resample_transformer	_destroy
n4m_pp_resample_output_cols	n4m_transform_resample_transformer_output_cols	preprocessing.resampling.resample_transformer	transform	resample_transformer	_output_cols
n4m_pp_resample_transform	n4m_transform_resample_transformer_transform	preprocessing.resampling.resample_transformer	transform	resample_transformer	_transform
n4m_pp_resampler_create	n4m_transform_resampler_create	preprocessing.resampling.resampler	transform	resampler	_create
n4m_pp_resampler_destroy	n4m_transform_resampler_destroy	preprocessing.resampling.resampler	transform	resampler	_destroy
n4m_pp_resampler_fit	n4m_transform_resampler_fit	preprocessing.resampling.resampler	transform	resampler	_fit
n4m_pp_resampler_is_fitted	n4m_transform_resampler_is_fitted	preprocessing.resampling.resampler	transform	resampler	_is_fitted
n4m_pp_resampler_output_cols	n4m_transform_resampler_output_cols	preprocessing.resampling.resampler	transform	resampler	_output_cols
n4m_pp_resampler_transform	n4m_transform_resampler_transform	preprocessing.resampling.resampler	transform	resampler	_transform
n4m_pp_rnv_create	n4m_transform_robust_snv_create	preprocessing.scatter.robust_snv	transform	robust_snv	_create
n4m_pp_rnv_destroy	n4m_transform_robust_snv_destroy	preprocessing.scatter.robust_snv	transform	robust_snv	_destroy
n4m_pp_rnv_transform	n4m_transform_robust_snv_transform	preprocessing.scatter.robust_snv	transform	robust_snv	_transform
n4m_pp_robust_direct_standardization_create	n4m_domain_adaptation_robust_direct_standardization_create	preprocessing.transfer.robust_direct_standardization	domain_adaptation	robust_direct_standardization	_create
n4m_pp_robust_direct_standardization_destroy	n4m_domain_adaptation_robust_direct_standardization_destroy	preprocessing.transfer.robust_direct_standardization	domain_adaptation	robust_direct_standardization	_destroy
n4m_pp_robust_direct_standardization_fit	n4m_domain_adaptation_robust_direct_standardization_fit	preprocessing.transfer.robust_direct_standardization	domain_adaptation	robust_direct_standardization	_fit
n4m_pp_robust_direct_standardization_is_fitted	n4m_domain_adaptation_robust_direct_standardization_is_fitted	preprocessing.transfer.robust_direct_standardization	domain_adaptation	robust_direct_standardization	_is_fitted
n4m_pp_robust_direct_standardization_transform	n4m_domain_adaptation_robust_direct_standardization_transform	preprocessing.transfer.robust_direct_standardization	domain_adaptation	robust_direct_standardization	_transform
n4m_pp_rolling_ball_create	n4m_transform_rolling_ball_create	preprocessing.baselines.rolling_ball	transform	rolling_ball	_create
n4m_pp_rolling_ball_destroy	n4m_transform_rolling_ball_destroy	preprocessing.baselines.rolling_ball	transform	rolling_ball	_destroy
n4m_pp_rolling_ball_transform	n4m_transform_rolling_ball_transform	preprocessing.baselines.rolling_ball	transform	rolling_ball	_transform
